2014-07-02;WF615;Bodo / Bodo (BOO/ENBO);Bergen / Flesland (BGO/ENBR);14:55:00;16:45:00;01:50:00;Wideroe (WF/WIF);Bombardier Dash 8-400 (DH8D);LN-WDG;5D;1;1;1;377;289;832;610
2014-07-07;WF433;Stavanger / Sola (SVG/ENZV);Torp / Sandefjord (TRF/ENTO);07:35:00;08:20:00;00:45:00;Wideroe (WF/WIF);Bombardier Dash 8-400 (DH8D);LN-WDF;20A;1;1;1;2809;3005;832;610
2014-07-07;WF464;Torp / Sandefjord (TRF/ENTO);Harstad-Narvik / Harstad-Narvik (EVE/ENEV);11:10:00;13:20:00;02:10:00;Wideroe (WF/WIF);Bombardier Dash 8-400 (DH8D);LN-RDZ;17A;1;1;1;3005;845;832;610
2014-07-07;WF634;Harstad-Narvik / Harstad-Narvik (EVE/ENEV);Tromso / Tromso (TOS/ENTC);15:30:00;16:05:00;00:35:00;Wideroe (WF/WIF);Bombardier Dash 8-200 (DH8B);LN-WSA;9A;1;1;1;845;2989;832;608
2014-07-07;WF847;Tromso / Tromso (TOS/ENTC);Andoya / Andoya (ANX/ENAN);17:05:00;17:35:00;00:30:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIT;7A;1;1;1;2989;135;832;607
2014-07-07;WF847;Andoya / Andoya (ANX/ENAN);Bodo / Bodo (BOO/ENBO);17:50:00;18:35:00;00:45:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIT;7A;1;1;1;135;377;832;607
2014-07-08;WF711;Bodo / Bodo (BOO/ENBO);Bronnoysund / Bronnoysund (BNN/ENBN);08:50:00;09:35:00;00:45:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIT;10D;1;1;1;377;364;832;607
2014-07-08;WF711;Bronnoysund / Bronnoysund (BNN/ENBN);Trondheim / Vaernes (TRD/ENVA);09:50:00;10:35:00;00:45:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIT;10D;1;1;1;364;3003;832;607
2014-07-08;WF751;Trondheim / Vaernes (TRD/ENVA);Mosjoen / Mosjoen-Kjaerstad (MJF/ENMS);11:25:00;12:15:00;00:50:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIT;0C;1;1;1;3003;1841;832;607
2014-07-08;WF751;Mosjoen / Mosjoen-Kjaerstad (MJF/ENMS);Trondheim / Vaernes (TRD/ENVA);12:35:00;13:25:00;00:50:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIT;0C;1;1;1;1841;3003;832;607
2014-07-08;WF742;Trondheim / Vaernes (TRD/ENVA);Namsos / Namsos (OSY/ENNM);14:15:00;14:45:00;00:30:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WII;8A;1;1;1;3003;2225;832;607
2014-07-08;WF555;Trondheim / Vaernes (TRD/ENVA);Kristiansund / Kvernberget (KSU/ENKB);17:05:00;17:45:00;00:40:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WII;8A;1;1;1;3003;1509;832;607
2014-07-08;WF577;Kristiansund / Kvernberget (KSU/ENKB);Bergen / Flesland (BGO/ENBR);20:40:00;21:45:00;01:05:00;Wideroe (WF/WIF);Bombardier Dash 8-300 (DH8C);LN-WFP;11A;1;1;1;1509;289;832;609
2014-07-08;WF599;Bergen / Flesland (BGO/ENBR);Kristiansand / Kjevik (KRS/ENCN);22:10:00;23:05:00;00:55:00;Wideroe (WF/WIF);Bombardier Dash 8-300 (DH8C);LN-WFP;11A;1;1;1;289;1494;832;609
2014-07-08;WF742;Namsos / Namsos (OSY/ENNM);Rorvik / Rorvik (RVK/ENRM);15:15:00;15:35:00;00:20:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WII;8A;1;1;1;2225;4709;832;607
2014-07-08;WF742;Rorvik / Rorvik (RVK/ENRM);Trondheim / Vaernes (TRD/ENVA);15:50:00;16:25:00;00:35:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WII;8D;1;1;1;4709;3003;832;607
2014-07-09;WF582;Kristiansand / Kjevik (KRS/ENCN);Bergen / Flesland (BGO/ENBR);07:15:00;08:10:00;00:55:00;Wideroe (WF/WIF);Bombardier Dash 8-400 (DH8D);LN-WDE;20A;1;1;1;1494;289;832;610
2014-07-09;WF148;Bergen / Flesland (BGO/ENBR);Sogndal / Haukaasen (SOG/ENSG);09:55:00;10:25:00;00:30:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIE;9A;1;1;1;289;2739;832;607
2014-07-09;WF148;Sogndal / Haukaasen (SOG/ENSG);Orsta-Volda / Hovden (HOV/ENOV);10:45:00;11:15:00;00:30:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIE;9A;1;1;1;2739;1166;832;607
2014-07-09;WF148;Orsta-Volda / Hovden (HOV/ENOV);Oslo / Gardermoen (OSL/ENGM);11:30:00;12:30:00;01:00:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIE;9A;1;1;1;1166;2219;832;607
2014-07-09;WF193;Oslo / Gardermoen (OSL/ENGM);Forde / Bringeland (FDE/ENBL);17:40:00;18:45:00;01:05:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIV;10D;1;1;1;2219;3776;832;607
2014-07-09;WF193;Forde / Bringeland (FDE/ENBL);Bergen / Flesland (BGO/ENBR);19:00:00;19:30:00;00:30:00;Wideroe (WF/WIF);Bombardier Dash 8-100 (DH8A);LN-WIV;10D;1;1;1;3776;289;832;607
2014-07-10;WF452;Bergen / Flesland (BGO/ENBR);Alesund / Vigra (AES/ENAL);16:15:00;17:00:00;00:45:00;Wideroe (WF/WIF);Bombardier Dash 8-400 (DH8D);LN-WDJ;20D;1;1;1;289;53;832;610
2014-07-10;WF453;Alesund / Vigra (AES/ENAL);Bergen / Flesland (BGO/ENBR);17:25:00;18:15:00;00:50:00;Wideroe (WF/WIF);Bombardier Dash 8-400 (DH8D);LN-WDJ;20A;1;1;1;53;289;832;610
2014-07-10;WF549;Bergen / Flesland (BGO/ENBR);Stavanger / Sola (SVG/ENZV);20:20:00;20:55:00;00:35:00;Wideroe (WF/WIF);Bombardier Dash 8-400 (DH8D);LN-RDZ;20A;1;1;1;289;2809;832;610
2014-07-11;WF542;Stavanger / Sola (SVG/ENZV);Bergen / Flesland (BGO/ENBR);06:40:00;07:15:00;00:35:00;Wideroe (WF/WIF);Bombardier Dash 8-400 (DH8D);LN-WDI;20A;1;1;1;2809;289;832;610
2014-07-11;WF526;Skien / Geiteryggen (SKE/ENSN);Bergen / Flesland (BGO/ENBR);08:55:00;09:50:00;00:55:00;Wideroe (WF/WIF);Bombardier Dash 8-300 (DH8C);LN-WFS;0C;1;1;1;2694;289;832;609
2014-07-11;WF568;Bergen / Flesland (BGO/ENBR);Kristiansund / Kvernberget (KSU/ENKB);11:05:00;12:05:00;01:00:00;Wideroe (WF/WIF);Bombardier Dash 8-300 (DH8C);LN-WFH;12A;1;1;1;289;1509;832;609
2014-07-11;WF471;Kristiansund / Kvernberget (KSU/ENKB);Stavanger / Sola (SVG/ENZV);13:05:00;14:30:00;01:25:00;Wideroe (WF/WIF);Bombardier Dash 8-300 (DH8C);LN-WFU;11A;1;1;1;1509;2809;832;609
2014-07-11;WF529;Bergen / Flesland (BGO/ENBR);Skien / Geiteryggen (SKE/ENSN);07:45:00;08:35:00;00:50:00;Wideroe (WF/WIF);Bombardier Dash 8-300 (DH8C);LN-WFS;12A;1;1;1;289;2694;832;609
2014-07-26;DY1764;Stavanger / Sola (SVG/ENZV);Malaga / Costa Del Sol (AGP/LEMG);13:55:00;17:40:00;03:45:00;Norwegian Air Shuttle (DY/NAX);Boeing 737-800 (B738);LN-NOX;30A;1;1;1;2809;66;552;231
2014-08-09;SK4682;Malaga / Costa Del Sol (AGP/LEMG);Stavanger / Sola (SVG/ENZV);22:00:00;01:40:00;03:40:00;Scandinavian Airlines (SK/SAS);Boeing 737-700 (B737);LN-TUI;11A;1;1;1;66;2809;677;230
2014-10-02;BA747;Stavanger / Sola (SVG/ENZV);London / Heathrow (LHR/EGLL);20:30:00;21:20:00;01:50:00;British Airways (BA/BAW);Airbus A319-100 (A319);G-EUPH;7F;1;1;1;2809;1618;113;2073
2014-10-03;BA175;London / Heathrow (LHR/EGLL);New York / John F Kennedy (JFK/KJFK);09:55:00;12:25:00;07:30:00;British Airways (BA/BAW);Boeing 747-400 (B744);G-CIVF;47K;1;1;1;1618;1328;113;237
